row 1 of 1575: direction = forward, alpha = 0.15, n = 30, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1385 of 1575: direction = forward, alpha = 0.00325, n = 9000, rho = 0.89, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1386 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1387 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1388 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1389 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1390 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1391 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1392 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1393 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1394 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1395 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.32, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1396 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1397 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1398 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1399 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1400 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.45, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1401 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1402 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1403 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1404 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1405 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.63, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1406 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1407 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1408 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1409 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1410 of 1575: direction = forward, alpha = 0.00162, n = 9000, rho = 0.89, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1411 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1412 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1413 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1414 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1415 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1416 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1417 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1418 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1419 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1420 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.32, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1421 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1422 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1423 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1424 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1425 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.45, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1426 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1427 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1428 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1429 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1430 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.63, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1431 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 1432 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 1433 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 1434 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 1435 of 1575: direction = forward, alpha = 0.05, n = 9000, rho = 0.89, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 1 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 2 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 3 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 4 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 5 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 6 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 7 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 8 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 9 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 10 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 11 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 12 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 13 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 14 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 15 of 225: direction = forward, alpha = 0.5, n = 30, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 16 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 17 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 18 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 19 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 20 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 21 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 22 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 23 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 24 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 25 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 26 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 27 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 28 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 29 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 30 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 31 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 32 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 33 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 34 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 35 of 225: direction = forward, alpha = 0.5, n = 60, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 36 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 37 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 38 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 39 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 40 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 41 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 42 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 43 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 44 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 45 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 46 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 47 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 48 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 49 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 50 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 51 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 52 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 53 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 54 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 55 of 225: direction = forward, alpha = 0.5, n = 90, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 56 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 57 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 58 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 59 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 60 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 61 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 62 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 63 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 64 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 65 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.32, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 66 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 67 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 68 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 69 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 70 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.45, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 71 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 72 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 73 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 74 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 75 of 225: direction = forward, alpha = 0.5, n = 300, rho = 0.63, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
